source_year,domain,sentence_id,text,target,category,polarity,label,from_idx,to_idx
2014,laptop,3073,The best thing about this laptop is the price along with some of the newer features.,features,NONE,positive,2,75,83
2014,laptop,1254,"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).",clock in BIOS setup,NONE,negative,0,57,76
2014,laptop,130,but now i have realized its a problem with this brand.,brand,NONE,negative,0,48,53
2014,laptop,839,I sent it back to Toshiba twice they covered it under the  warranty.,warranty,NONE,positive,2,59,67
2014,laptop,696,I was looking for a mac which is portable and has all the features that I was looking for.,features,NONE,positive,2,58,66
2014,laptop,1030,Also kinda loud when the fan was running.,fan,NONE,negative,0,25,28
2014,laptop,1425,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",Customer Service number,NONE,neutral,1,31,54
2014,laptop,1425,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,NONE,negative,0,76,84
2014,laptop,1425,"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",talking to a technician,NONE,negative,0,137,160
2014,laptop,463,Spent 2 hours on phone with HP Technical Support.,HP Technical Support,NONE,neutral,1,28,48
2014,laptop,147,The keyboard is too slick.,keyboard,NONE,negative,0,4,12
2014,laptop,1433,Nightly my computer defrags itself and runs a virus scan.,virus scan,NONE,neutral,1,46,56
2014,laptop,1669,"It's like 9 punds, but if you can look past it, it's GREAT!",9 punds,NONE,negative,0,10,17
2014,laptop,2462,It's just as fast with one program open as it is with sixteen open.,program,NONE,neutral,1,27,34
2014,laptop,2719,"Still under warrenty so called Toshiba, no help at all.",warrenty,NONE,negative,0,12,20
2014,laptop,1224,I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,Toshiba Warranty,NONE,negative,0,120,136
2014,laptop,2492,Amazing Quality!,Quality,NONE,positive,2,8,15
2014,laptop,1541,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam,NONE,neutral,1,48,54
2014,laptop,1541,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,value,NONE,positive,2,71,76
2014,laptop,3060,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,NONE,neutral,1,27,35
2014,laptop,3060,"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",managing personal files,NONE,neutral,1,41,64
2014,laptop,915,"A month or so ago, the freaking motherboard just died.",motherboard,NONE,negative,0,32,43
2014,laptop,1524,"If a website ever freezes (which is rare), its really easy to force quit.",force quit,NONE,positive,2,62,72
2014,laptop,803,It rarely works and when it does it's incredibly slow.,works,NONE,negative,0,10,15
2014,laptop,2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,Windows 7,NONE,positive,2,66,75
2014,laptop,2225,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,NONE,neutral,1,95,109
2014,laptop,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system,NONE,positive,2,44,60
2014,laptop,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",runs,NONE,positive,2,84,88
2014,laptop,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",navigate,NONE,positive,2,23,31
2014,laptop,2644,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",find files,NONE,positive,2,65,75
2014,laptop,2033,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty,NONE,neutral,1,25,42
2014,laptop,103,"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.",opening my Documents folder,NONE,negative,0,92,119
2014,laptop,1149,I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,operating systems,NONE,negative,0,93,110
2014,laptop,900,"Then, within 5 months, the charger crapped out on me.",charger,NONE,negative,0,27,34
2014,laptop,1649,And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,NONE,positive,2,88,93
2014,laptop,1912,I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,NONE,negative,0,66,76
2014,laptop,1912,I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,mother board,NONE,negative,0,81,93
2014,laptop,404,"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware,NONE,negative,0,37,45
2014,laptop,407,"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,NONE,negative,0,36,44
2014,laptop,1731,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Mac software,NONE,positive,2,30,42
2014,laptop,1731,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",Microsoft software,NONE,negative,0,72,90
2014,laptop,1731,"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.",use,NONE,positive,2,25,28
2014,laptop,2470,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,use,NONE,positive,2,12,15
2014,laptop,2470,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,service,NONE,positive,2,28,35
2014,laptop,2470,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,NONE,positive,2,60,76
2014,laptop,2470,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,genius bar,NONE,positive,2,99,109
2014,laptop,1057,"Acer has set me up with FREE recovery discs, when they are available since I asked.",recovery discs,NONE,positive,2,29,43
2014,laptop,1718,I eventually did the migration from my iMac backup disc which uses USB.,iMac backup disc,NONE,neutral,1,39,55
2014,laptop,1718,I eventually did the migration from my iMac backup disc which uses USB.,USB,NONE,neutral,1,67,70
2014,laptop,2923,"The battery life seems to be very good, and have had no issues with it.",battery life,NONE,positive,2,4,16
2014,laptop,654,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Temperatures,NONE,neutral,1,0,12
2014,laptop,654,Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,Core Processing Unit temperatures,NONE,neutral,1,64,97
2014,laptop,1110,Going to bring it to service today.,service,NONE,neutral,1,21,28
2014,laptop,1488,"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",virus protection for Mac,NONE,positive,2,29,53
2014,laptop,488,"But we had paid for bluetooth, and there was none.",bluetooth,NONE,negative,0,20,29
2014,laptop,1289,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",LG notebook service center,NONE,neutral,1,22,48
2014,laptop,1289,"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge,NONE,negative,0,93,98
2014,laptop,1573,"It is always reliable, never bugged and responds well.",responds,NONE,positive,2,40,48
2014,laptop,1099,"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,NONE,negative,0,37,45
2014,laptop,1347,they had to replace the motherboard in April,motherboard,NONE,negative,0,24,35
2014,laptop,1374,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",representive at Microsoft,NONE,negative,0,31,56
2014,laptop,1374,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,NONE,negative,0,170,176
2014,laptop,1374,"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",XP,NONE,positive,2,217,219
2014,laptop,2864,I love WIndows 7 which is a vast improvment over Vista.,WIndows 7,NONE,positive,2,7,16
2014,laptop,2864,I love WIndows 7 which is a vast improvment over Vista.,Vista,NONE,negative,0,49,54
2014,laptop,30,"Keyboard is great, very quiet for all the typing that I do.",Keyboard,NONE,positive,2,0,8
2014,laptop,474,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,NONE,negative,0,0,26
2014,laptop,156,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",cooling system,NONE,negative,0,9,23
2014,laptop,156,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.",use,NONE,neutral,1,64,67
2014,laptop,2095,"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.",quad core I7,NONE,positive,2,97,109
2014,laptop,1722,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.",sales associate,NONE,positive,2,50,65
2014,laptop,2004,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,NONE,positive,2,29,35
2014,laptop,2004,"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",Windows applications,NONE,neutral,1,58,78
2014,laptop,2296,You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,virus program,NONE,negative,0,58,71
2014,laptop,493,It weighed like seven pounds or something like that.,weighed,NONE,neutral,1,3,10
2014,laptop,493,It weighed like seven pounds or something like that.,seven pounds,NONE,neutral,1,16,28
2014,laptop,902,"2 months later, the battery went.",battery,NONE,negative,0,20,27
2014,laptop,2433,You may need to special order a bag.,bag,NONE,neutral,1,32,35
2014,laptop,1675,It's color is even cool.,color,NONE,positive,2,5,10
2014,laptop,609,keys are all in weird places and is way too large for the way it is designed.,keys,NONE,negative,0,0,4
2014,laptop,609,keys are all in weird places and is way too large for the way it is designed.,designed,NONE,negative,0,68,76
2014,laptop,296,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",style,NONE,positive,2,95,100
2014,laptop,296,"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed,NONE,positive,2,102,107
2014,laptop,2335,The keyboard feels good and I type just fine on it.,keyboard,NONE,positive,2,4,12
2014,laptop,2416,I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,mousepad,NONE,neutral,1,76,84
2014,laptop,1427,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",sales,NONE,positive,2,26,31
2014,laptop,1427,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",service,NONE,positive,2,33,40
2014,laptop,1427,"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,NONE,positive,2,128,140
2014,laptop,2001,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",speed,NONE,positive,2,58,63
2014,laptop,2001,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",construction quality,NONE,positive,2,65,85
2014,laptop,2001,"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.",longevity,NONE,positive,2,91,100
2014,laptop,2465,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keyboard,NONE,positive,2,71,79
2014,laptop,2465,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.",keys,NONE,positive,2,84,88
2014,laptop,2465,"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","configuration of ""extra key""",NONE,positive,2,118,146
2014,laptop,2331,) I also tried the touch pad and compared it to other netbooks in the store.,touch pad,NONE,neutral,1,19,28
2014,laptop,599,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",use,NONE,positive,2,70,73
2014,laptop,599,"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.",security,NONE,positive,2,75,83
2014,laptop,823,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",use,NONE,negative,0,36,39
2014,laptop,823,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",work,NONE,negative,0,92,96
2014,laptop,2941,"I wish it had a webcam though, then it would be perfect!",webcam,NONE,negative,0,16,22
2014,laptop,2776,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,vga port,NONE,positive,2,51,59
2014,laptop,2776,My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen,NONE,neutral,1,92,98
2014,laptop,1686,Another thing I might add is the battery life is excellent.,battery life,NONE,positive,2,33,45
2014,laptop,1259,"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,NONE,positive,2,200,208
2014,laptop,2938,I wish the volume could be louder and the mouse didnt break after only a month.,volume,NONE,negative,0,11,17
2014,laptop,2938,I wish the volume could be louder and the mouse didnt break after only a month.,mouse,NONE,negative,0,42,47
2014,laptop,2574,"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,NONE,positive,2,45,53
2014,laptop,526,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,NONE,negative,0,47,57
2014,laptop,3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,NONE,positive,2,46,70
2014,laptop,2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,NONE,negative,0,61,67
2014,laptop,2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,NONE,negative,0,83,89
2014,laptop,2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,NONE,positive,2,110,125
2014,laptop,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,NONE,negative,0,4,13
2014,laptop,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,NONE,negative,0,44,69
2014,laptop,1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,NONE,negative,0,94,102
2014,laptop,1553,"Great battery, speed, display.",battery,NONE,positive,2,6,13
2014,laptop,1553,"Great battery, speed, display.",speed,NONE,positive,2,15,20
2014,laptop,1553,"Great battery, speed, display.",display,NONE,positive,2,22,29
2014,laptop,2874,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,NONE,positive,2,4,12
2014,laptop,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,NONE,positive,2,29,41
2014,laptop,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,NONE,positive,2,50,61
2014,laptop,2385,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,NONE,negative,0,89,95
2014,laptop,3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,NONE,negative,0,35,45
2014,laptop,3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,NONE,negative,0,47,57
2014,laptop,3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,NONE,negative,0,59,73
2014,laptop,3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,NONE,negative,0,75,88
2014,laptop,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,NONE,negative,0,21,36
2014,laptop,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,NONE,negative,0,41,53
2014,laptop,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,NONE,negative,0,269,272
2014,laptop,1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,NONE,negative,0,277,280
2014,laptop,104,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,NONE,neutral,1,53,66
2014,laptop,1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,NONE,negative,0,6,11
2014,laptop,1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,NONE,negative,0,22,31
2014,laptop,1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,NONE,negative,0,41,53
2014,laptop,1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,NONE,negative,0,72,80
2014,laptop,1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,NONE,negative,0,93,105
2014,laptop,2124,Mostly I love the drag and drop feature.,drag and drop feature,NONE,positive,2,18,39
2014,laptop,260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,NONE,negative,0,26,32
2014,laptop,1172,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,NONE,positive,2,46,55
2014,laptop,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,NONE,positive,2,37,54
2014,laptop,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,NONE,positive,2,84,89
2014,laptop,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,NONE,positive,2,91,101
2014,laptop,2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,NONE,positive,2,107,113
2014,laptop,386,The screen is very large and crystal clear with amazing colors and resolution.,screen,NONE,positive,2,4,10
2014,laptop,386,The screen is very large and crystal clear with amazing colors and resolution.,colors,NONE,positive,2,56,62
2014,laptop,386,The screen is very large and crystal clear with amazing colors and resolution.,resolution,NONE,positive,2,67,77
2014,laptop,1357,"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",monitor,NONE,negative,0,62,69
2014,laptop,2605,"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,NONE,positive,2,13,19
2014,laptop,1742,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",Size,NONE,negative,0,0,4
2014,laptop,1742,"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.",external monitor,NONE,neutral,1,76,92
2014,laptop,2578,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,base installation,NONE,negative,0,23,40
2014,laptop,2578,Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,NONE,negative,0,74,82
2014,laptop,942,Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,manuf,NONE,negative,0,82,87
2014,laptop,311,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display,NONE,positive,2,4,11
2014,laptop,13,The AMD Turin processor seems to always perform so much better than Intel.,AMD Turin processor,NONE,positive,2,4,23
2014,laptop,13,The AMD Turin processor seems to always perform so much better than Intel.,Intel,NONE,negative,0,68,73
2014,laptop,2708,The start menu is not the easiest thing to navigate due to the stacking.,start menu,NONE,negative,0,4,14
2014,laptop,2708,The start menu is not the easiest thing to navigate due to the stacking.,navigate,NONE,negative,0,43,51
2014,laptop,1566,Only thing I would want to add to this is an internal bluray read/write drive.,bluray read/write drive,NONE,negative,0,54,77
2014,laptop,540,The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,service tech,NONE,negative,0,4,16
2014,laptop,878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store,NONE,negative,0,4,14
2014,laptop,2388,Really like the textured surface which shows no fingerprints.,surface,NONE,positive,2,25,32
2014,laptop,3074,The screen is bright and the keyboard is nice;,screen,NONE,positive,2,4,10
2014,laptop,3074,The screen is bright and the keyboard is nice;,keyboard,NONE,positive,2,29,37
2014,laptop,2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,NONE,positive,2,31,36
2014,laptop,2534,But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X,NONE,positive,2,57,71
2014,laptop,2185,"High price tag, however.",price tag,NONE,negative,0,5,14
2014,laptop,2632,"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.",Mac OS,NONE,positive,2,23,29
2014,laptop,2675,"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.",sound output quality,NONE,negative,0,52,72
2014,laptop,392,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie,NONE,negative,0,66,72
2014,laptop,1551,It is easy to use and lightweight.,use,NONE,positive,2,14,17
2014,laptop,2698,I went to Toshiba online help and found some suggestions to fix it.,Toshiba online help,NONE,positive,2,10,29
2014,laptop,340,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,service life,NONE,positive,2,24,36
2014,laptop,2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,ports,NONE,neutral,1,68,73
2014,laptop,2918,If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,processor,NONE,neutral,1,103,112
2014,laptop,2939,This laptop is a great price and has a sleek look.,price,NONE,positive,2,23,28
2014,laptop,2939,This laptop is a great price and has a sleek look.,look,NONE,positive,2,45,49
2014,laptop,1958,I especially like the keyboard which has chiclet type keys.,keyboard,NONE,positive,2,22,30
2014,laptop,1958,I especially like the keyboard which has chiclet type keys.,keys,NONE,positive,2,54,58
2014,laptop,1355,Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,quality,NONE,negative,0,39,46
2014,laptop,3021,"For the not so good, I got the stock screen - which is VERY glossy.",stock screen,NONE,negative,0,31,43
2014,laptop,2415,The gray color was a good choice.,gray color,NONE,positive,2,4,14
2014,laptop,2696,I would like to have volume buttons rather than the adjustment that is on the front.,volume buttons,NONE,negative,0,21,35
2014,laptop,4,I bought a protector for my key pad and it works great :),protector,NONE,neutral,1,11,20
2014,laptop,4,I bought a protector for my key pad and it works great :),key pad,NONE,positive,2,28,35
